车牌号,交叉口,start,end,count
AB3VD79H,环西路-纬中路,2024-05-04 00:51:01.514,2024-05-04 01:46:11.442,5
AB3VD79H,环西路-纬中路,2024-05-04 01:00:47.998,2024-05-04 01:51:50.883,6
AB3VD79H,环西路-纬中路,2024-05-04 01:20:57.139,2024-05-04 02:05:15.316,7
AB3VD79H,环西路-纬中路,2024-05-04 01:21:06.955,2024-05-04 02:05:15.316,6
AB3VD79H,环西路-纬中路,2024-05-04 01:46:11.442,2024-05-04 02:05:15.316,5
AB3VD79H,环西路-纬中路,2024-05-04 01:51:47.161,2024-05-04 02:05:15.316,4
AB3VD79H,环西路-纬中路,2024-05-04 01:51:50.883,2024-05-04 02:05:15.316,3
AB3VD79H,经一路-纬中路,2024-05-01 01:02:34.010,2024-05-01 01:46:48.623,3
AB3VD79H,经一路-纬中路,2024-05-02 23:49:56.142,2024-05-03 00:42:44.531,6
AB3VD79H,经一路-纬中路,2024-05-03 00:07:09.221,2024-05-03 00:59:20.828,6
AB3VD79H,经一路-纬中路,2024-05-03 00:13:57.973,2024-05-03 00:59:20.828,5
AB3VD79H,经一路-纬中路,2024-05-03 00:27:45.556,2024-05-03 00:59:20.828,4
AB3VD79H,经一路-纬中路,2024-05-03 00:37:12.629,2024-05-03 00:59:20.828,3
AB3VD79H,经一路-纬中路,2024-05-04 00:06:19.771,2024-05-04 00:55:35.429,4
AB3VD79H,经一路-纬中路,2024-05-04 00:28:09.673,2024-05-04 01:19:20.624,4
AB3VD79H,经一路-纬中路,2024-05-04 00:34:17.924,2024-05-04 01:19:20.624,3
AB3VD79H,经二路-纬中路,2024-05-01 01:04:17.804,2024-05-01 01:45:05.983,3
AB3VD79H,经二路-纬中路,2024-05-02 23:48:37.478,2024-05-03 00:36:02.524,3
AB3VD79H,经二路-纬中路,2024-05-03 00:28:09.748,2024-05-03 00:57:08.386,3
AB3VD79H,纬中路-景区出入口,2024-05-01 01:07:18.004,2024-05-01 01:36:06.766,4
AB3VD79H,纬中路-景区出入口,2024-05-01 01:12:06.923,2024-05-01 01:36:06.766,3
AB3VD79H,经四路-纬中路,2024-05-01 01:08:05.865,2024-05-01 01:35:13.968,6
AB3VD79H,经四路-纬中路,2024-05-01 01:11:16.662,2024-05-01 01:35:13.968,5
AB3VD79H,经四路-纬中路,2024-05-01 01:32:51.713,2024-05-01 01:35:13.968,4
AB3VD79H,经四路-纬中路,2024-05-01 01:32:57.799,2024-05-01 01:35:13.968,3
AB3VD79H,经中路-纬中路,2024-05-02 14:32:14.000,2024-05-02 15:04:49.000,3
AB3W7EFH,环西路-纬中路,2024-05-02 10:59:42.349,2024-05-02 11:04:20.716,3
AB3W7EFH,环西路-纬中路,2024-05-05 11:32:39.043,2024-05-05 11:35:24.000,3
AB3W7EFH,经一路-纬中路,2024-05-02 10:52:35.348,2024-05-02 11:05:17.065,3
AB3WBACM,纬中路-景区出入口,2024-05-04 15:08:01.710,2024-05-04 15:29:21.845,3
AB3WD8FH,纬中路-景区出入口,2024-05-05 12:44:18.466,2024-05-05 13:27:47.477,4
AB3WD8FH,纬中路-景区出入口,2024-05-05 13:20:37.886,2024-05-05 13:27:47.477,3
AB3WD8FH,经中路-纬中路,2024-05-05 12:48:02.000,2024-05-05 13:19:26.000,3
AB3WDD8K,环西路-纬中路,2024-05-05 18:20:45.511,2024-05-05 18:37:02.654,3
AB3X4B9K,经中路-纬中路,2024-05-03 10:21:42.000,2024-05-03 10:59:24.000,3
AB3X6DCH,环西路-纬中路,2024-05-02 12:35:07.298,2024-05-02 12:51:01.422,4
AB3X6DCH,环西路-纬中路,2024-05-02 12:50:10.219,2024-05-02 12:51:01.422,3
AB3XA8EI,环西路-纬中路,2024-05-05 15:35:44.377,2024-05-05 15:56:21.342,5
AB3XA8EI,环西路-纬中路,2024-05-05 15:38:36.148,2024-05-05 15:56:21.342,4
AB3XA8EI,环西路-纬中路,2024-05-05 15:38:41.462,2024-05-05 15:56:21.342,3
AB3XBCDK,环西路-纬中路,2024-05-01 00:38:39.198,2024-05-01 00:46:31.334,3
AB3XBCDK,环西路-纬中路,2024-05-02 21:11:11.334,2024-05-02 22:00:44.548,3
AB3Y9DAK,环西路-纬中路,2024-05-02 14:05:18.618,2024-05-02 14:17:33.251,3
AB3ZCBCI,环西路-纬中路,2024-05-03 20:33:43.041,2024-05-03 20:40:02.136,4
AB3ZCBCI,环西路-纬中路,2024-05-03 20:33:50.429,2024-05-03 20:40:02.136,3
AB3ZCBCI,纬中路-景区出入口,2024-05-03 20:50:25.302,2024-05-03 21:00:47.694,3
AB40279,经中路-纬中路,2024-05-03 21:12:14.000,2024-05-03 21:46:38.000,3
AB40BBEM,经一路-纬中路,2024-05-04 21:31:13.259,2024-05-04 21:46:24.937,3
AB414AEK,环西路-纬中路,2024-05-01 15:01:48.077,2024-05-01 15:33:27.523,3
AB4275V,经中路-环北路,2024-05-01 16:34:25.056,2024-05-01 16:47:59.359,3
AB434BCN,环西路-纬中路,2024-05-03 23:37:32.400,2024-05-03 23:53:12.421,3
AB43HQ6,纬中路-景区出入口,2024-05-01 18:07:45.206,2024-05-01 18:30:05.031,3
AB43K5B,纬中路-景区出入口,2024-05-02 07:22:54.658,2024-05-02 07:56:52.392,3
AB43PA9,纬中路-景区出入口,2024-05-02 13:08:30.099,2024-05-02 13:35:03.550,3
AB447B9I,经中路-纬中路,2024-05-05 13:43:13.000,2024-05-05 14:37:11.000,3
AB454XK,纬中路-景区出入口,2024-05-01 15:42:55.530,2024-05-01 16:17:44.081,3
AB466MM,经中路-纬中路,2024-05-03 12:32:57.000,2024-05-03 13:30:59.000,3
AB478W3,纬中路-景区出入口,2024-05-05 13:52:28.737,2024-05-05 14:04:40.058,3
AB48AA9I,环西路-纬中路,2024-05-04 19:16:40.767,2024-05-04 19:16:47.572,3
AB48AEFH,环西路-纬中路,2024-05-04 13:25:17.885,2024-05-04 13:55:50.508,4
AB48AEFH,环西路-纬中路,2024-05-04 13:25:24.924,2024-05-04 13:55:50.508,3
AB494B8K,经三路-纬中路,2024-05-03 13:47:01.600,2024-05-03 14:02:18.132,3
AB49577I,纬中路-景区出入口,2024-05-02 22:06:50.269,2024-05-02 22:23:11.707,3
AB49KFD,环西路-纬中路,2024-05-03 14:32:59.809,2024-05-03 14:51:53.976,3
AB4A679H,环西路-纬中路,2024-05-02 16:59:43.922,2024-05-02 16:59:47.800,3
AB4B47CH,环西路-纬中路,2024-05-05 22:17:37.036,2024-05-05 22:26:42.873,3
AB4BB6FJ,环西路-纬中路,2024-05-04 11:21:08.887,2024-05-04 12:20:12.784,3
AB4BDB8I,环西路-纬中路,2024-05-04 13:01:22.542,2024-05-04 13:03:59.192,4
AB4BDB8I,环西路-纬中路,2024-05-04 13:01:27.869,2024-05-04 13:03:59.192,3
AB4BJ6E,经四路-纬中路,2024-05-01 08:06:15.372,2024-05-01 08:27:03.205,3
AB4BJ6E,经五路-纬中路,2024-05-01 08:17:02.556,2024-05-01 08:36:51.181,4
AB4BJ6E,经五路-纬中路,2024-05-01 08:25:16.480,2024-05-01 08:36:51.181,3
AB4CFUF,环西路-纬中路,2024-05-02 18:44:56.081,2024-05-02 18:47:57.865,3
AB4CIWD,环西路-纬中路,2024-05-01 17:25:24.270,2024-05-01 17:48:47.022,3
AB4D669N,环西路-纬中路,2024-05-05 16:51:17.061,2024-05-05 17:49:46.392,3
AB4D96EI,环西路-纬中路,2024-05-01 18:54:48.688,2024-05-01 19:22:58.370,3
AB4DRA8,环西路-纬中路,2024-05-03 19:08:41.447,2024-05-03 19:40:09.887,3
AB4ECG6,环西路-纬中路,2024-05-05 14:22:34.057,2024-05-05 14:45:25.490,3
AB4EDA9K,环西路-纬中路,2024-05-03 10:31:08.650,2024-05-03 11:17:05.767,3
AB4EDA9K,环西路-纬中路,2024-05-03 18:15:44.542,2024-05-03 18:29:42.056,3
AB4EDA9K,环西路-纬中路,2024-05-04 08:11:24.985,2024-05-04 09:04:18.257,3
AB4EDA9K,环西路-纬中路,2024-05-04 09:04:12.264,2024-05-04 09:36:38.380,4
AB4EDA9K,环西路-纬中路,2024-05-04 09:04:18.257,2024-05-04 09:36:38.380,3
AB4F7AEI,环西路-纬中路,2024-05-04 13:45:47.463,2024-05-04 14:06:55.019,3
AB4F7AEI,环西路-纬中路,2024-05-04 14:05:38.559,2024-05-04 14:58:50.599,3
AB4G5EDI,环西路-纬中路,2024-05-01 16:40:42.546,2024-05-01 17:37:00.122,4
AB4G5EDI,环西路-纬中路,2024-05-01 16:40:52.274,2024-05-01 17:37:00.122,3
AB4GCDFI,环西路-纬中路,2024-05-02 08:43:21.927,2024-05-02 09:02:41.036,3
AB4I45BI,环西路-纬中路,2024-05-04 09:00:25.135,2024-05-04 09:35:57.088,3
AB4IAEFI,经中路-环北路,2024-05-04 19:30:38.897,2024-05-04 20:21:51.392,3
AB4J4B8K,经一路-纬中路,2024-05-03 13:33:00.458,2024-05-03 14:00:02.072,4
AB4J4B8K,经一路-纬中路,2024-05-03 13:43:47.600,2024-05-03 14:00:02.072,3
AB4J4B8K,经一路-纬中路,2024-05-03 18:48:34.309,2024-05-03 19:10:39.743,3
AB4J4B8K,环西路-纬中路,2024-05-03 19:52:40.395,2024-05-03 20:23:35.325,4
AB4J4B8K,环西路-纬中路,2024-05-03 19:52:47.352,2024-05-03 20:23:35.325,3
AB4J4B8K,环西路-纬中路,2024-05-04 06:28:40.752,2024-05-04 06:49:19.701,4
AB4J4B8K,环西路-纬中路,2024-05-04 06:28:45.170,2024-05-04 06:49:19.701,3
AB4J4B8K,环西路-纬中路,2024-05-04 20:45:50.065,2024-05-04 21:11:06.431,4
AB4J4B8K,环西路-纬中路,2024-05-04 20:45:54.050,2024-05-04 21:11:06.431,3
AB4KAD7I,环西路-纬中路,2024-05-04 21:56:02.166,2024-05-04 22:38:32.399,4
AB4KAD7I,环西路-纬中路,2024-05-04 21:56:05.778,2024-05-04 22:38:32.399,3
AB4MB78I,环西路-纬中路,2024-05-05 10:07:25.068,2024-05-05 10:25:31.790,3
AB4MDABK,环西路-纬中路,2024-05-05 16:44:23.093,2024-05-05 17:21:44.343,4
AB4MDABK,环西路-纬中路,2024-05-05 16:45:19.047,2024-05-05 17:21:44.343,3
AB4OA6BH,经中路-纬中路,2024-05-04 13:00:26.000,2024-05-04 13:48:27.000,3
AB4OA6BH,环西路-纬中路,2024-05-05 11:06:46.423,2024-05-05 11:10:50.789,4
AB4OA6BH,环西路-纬中路,2024-05-05 11:07:24.989,2024-05-05 11:10:50.789,3
AB4ODA9I,环西路-纬中路,2024-05-03 13:50:23.725,2024-05-03 14:33:44.704,3
AB4ODABM,环西路-纬中路,2024-05-04 22:02:28.606,2024-05-04 22:20:36.457,3
AB4P75BH,环西路-纬中路,2024-05-01 21:03:45.664,2024-05-01 21:07:17.258,4
AB4P75BH,环西路-纬中路,2024-05-01 21:03:50.381,2024-05-01 21:07:17.258,3
AB4QF7F,环西路-纬中路,2024-05-01 21:16:29.985,2024-05-01 21:36:54.683,4
AB4QF7F,环西路-纬中路,2024-05-01 21:16:48.902,2024-05-01 21:36:54.683,3
AB4S46BI,环西路-纬中路,2024-05-02 13:23:24.747,2024-05-02 13:45:29.930,3
AB4SACF,经五路-纬中路,2024-05-02 08:19:20.875,2024-05-02 09:09:15.478,3
AB4U476,环西路-纬中路,2024-05-03 10:16:49.961,2024-05-03 10:18:16.598,3
AB4U97EM,环西路-纬中路,2024-05-04 12:44:20.642,2024-05-04 13:38:08.050,5
AB4U97EM,环西路-纬中路,2024-05-04 13:08:40.747,2024-05-04 13:38:08.050,4
AB4U97EM,环西路-纬中路,2024-05-04 13:09:49.162,2024-05-04 13:38:08.050,3
AB4U97EM,环西路-纬中路,2024-05-05 10:10:08.672,2024-05-05 10:33:24.612,3
AB4VA0B,纬中路-景区出入口,2024-05-03 17:01:52.181,2024-05-03 17:45:25.271,4
AB4VA0B,纬中路-景区出入口,2024-05-03 17:07:50.055,2024-05-03 17:45:25.271,3
AB4W5CBI,环西路-纬中路,2024-05-01 22:24:58.160,2024-05-01 22:58:28.782,4
AB4W5CBI,环西路-纬中路,2024-05-01 22:31:07.104,2024-05-01 22:58:28.782,3
AB4W78DK,环西路-纬中路,2024-05-03 16:59:40.945,2024-05-03 17:15:06.034,3
AB4W78DK,环西路-纬中路,2024-05-03 19:25:26.319,2024-05-03 20:05:26.265,3
AB4X9ABI,经中路-纬一路,2024-05-01 00:26:23.000,2024-05-01 00:32:24.000,3
AB4XBA8H,环西路-纬中路,2024-05-04 14:33:54.104,2024-05-04 14:40:44.288,3
AB4XF8E,纬中路-景区出入口,2024-05-04 11:32:48.773,2024-05-04 12:02:53.848,5
AB4XF8E,纬中路-景区出入口,2024-05-04 11:38:13.607,2024-05-04 12:02:53.848,4
AB4XF8E,纬中路-景区出入口,2024-05-04 11:45:58.263,2024-05-04 12:02:53.848,3
AB4Z6EAI,环西路-纬中路,2024-05-03 16:09:29.534,2024-05-03 16:21:42.380,4
AB4Z6EAI,环西路-纬中路,2024-05-03 16:09:33.752,2024-05-03 16:21:42.380,3
AB4Z899K,环西路-纬中路,2024-05-05 05:19:37.027,2024-05-05 06:19:15.432,3
AB507JD,经中路-纬中路,2024-05-04 15:32:51.000,2024-05-04 16:32:26.000,3
AB507JD,经中路-纬中路,2024-05-04 19:20:54.000,2024-05-04 19:34:08.000,3
AB50B56I,纬中路-景区出入口,2024-05-04 14:06:53.968,2024-05-04 14:14:00.346,3
AB5147EK,经一路-纬中路,2024-05-03 13:22:16.313,2024-05-03 13:50:52.389,3
AB5147EK,经一路-纬中路,2024-05-05 13:59:37.061,2024-05-05 14:43:40.568,3
AB516ABK,环西路-纬中路,2024-05-03 18:25:29.328,2024-05-03 19:02:39.868,3
AB525C7K,环西路-纬中路,2024-05-03 21:53:27.494,2024-05-03 22:13:49.699,4
AB525C7K,环西路-纬中路,2024-05-03 21:53:32.173,2024-05-03 22:13:49.699,3
AB52C69K,环西路-纬中路,2024-05-03 16:42:36.937,2024-05-03 16:50:27.791,3
AB52C69K,环西路-纬中路,2024-05-05 15:27:30.205,2024-05-05 16:21:04.715,4
AB52C69K,环西路-纬中路,2024-05-05 15:40:26.806,2024-05-05 16:32:01.801,5
AB52C69K,环西路-纬中路,2024-05-05 16:21:00.748,2024-05-05 16:32:01.801,4
AB52C69K,环西路-纬中路,2024-05-05 16:21:04.715,2024-05-05 16:32:01.801,3
AB531B4,环西路-纬中路,2024-05-01 22:32:21.544,2024-05-01 22:45:08.992,4
AB531B4,环西路-纬中路,2024-05-01 22:32:53.009,2024-05-01 22:45:08.992,3
AB535C8J,环西路-纬中路,2024-05-02 23:01:09.861,2024-05-02 23:06:39.702,3
AB53667J,环西路-纬中路,2024-05-04 13:52:30.533,2024-05-04 14:04:57.886,3
AB536HY,环西路-纬中路,2024-05-04 19:03:11.762,2024-05-04 19:17:35.862,3
AB544DFK,环西路-纬中路,2024-05-03 19:21:12.548,2024-05-03 19:33:43.527,3
AB544DFK,环西路-纬中路,2024-05-04 08:47:43.821,2024-05-04 08:51:47.206,4
AB544DFK,环西路-纬中路,2024-05-04 08:47:47.310,2024-05-04 08:51:47.206,3
AB54DEFI,环西路-纬中路,2024-05-05 13:18:26.853,2024-05-05 14:03:59.164,4
AB54DEFI,环西路-纬中路,2024-05-05 13:18:30.925,2024-05-05 14:03:59.164,3
AB5577B,环西路-纬中路,2024-05-03 07:57:29.806,2024-05-03 07:57:34.541,3
AB55AVL,环西路-纬中路,2024-05-03 07:25:01.704,2024-05-03 07:57:29.849,3
AB55D87I,环西路-纬中路,2024-05-02 02:24:22.624,2024-05-02 02:26:34.420,3
AB55DLF,纬中路-景区出入口,2024-05-05 12:53:05.287,2024-05-05 13:01:00.038,3
AB564A8H,环西路-纬中路,2024-05-01 18:37:01.192,2024-05-01 18:39:42.956,4
AB564A8H,环西路-纬中路,2024-05-01 18:37:34.741,2024-05-01 18:39:42.956,3
AB56766M,环西路-纬中路,2024-05-03 10:29:52.324,2024-05-03 10:57:21.961,4
AB56766M,环西路-纬中路,2024-05-03 10:30:34.550,2024-05-03 10:57:21.961,3
AB567EAK,环西路-纬中路,2024-05-04 21:03:54.141,2024-05-04 21:43:46.828,3
AB567EAK,环西路-纬中路,2024-05-04 21:43:40.713,2024-05-04 22:18:03.712,4
AB567EAK,环西路-纬中路,2024-05-04 21:43:46.828,2024-05-04 22:18:03.712,3
AB56A5BK,环西路-纬中路,2024-05-02 09:12:37.852,2024-05-02 09:30:26.408,4
AB56A5BK,环西路-纬中路,2024-05-02 09:12:42.043,2024-05-02 09:30:26.408,3
AB56A5BK,环西路-纬中路,2024-05-05 11:21:06.816,2024-05-05 11:56:20.752,4
AB56A5BK,环西路-纬中路,2024-05-05 11:22:00.320,2024-05-05 11:56:20.752,3
AB56C8FM,环西路-纬中路,2024-05-01 16:54:54.006,2024-05-01 17:54:30.475,3
AB56C8FM,环西路-纬中路,2024-05-04 18:47:50.755,2024-05-04 18:47:55.604,3
AB56CJT,环西路-纬中路,2024-05-01 16:46:57.162,2024-05-01 17:24:41.494,3
AB57987K,环西路-纬中路,2024-05-02 20:16:26.220,2024-05-02 20:20:35.643,3
AB585FE,环西路-纬中路,2024-05-01 17:32:41.940,2024-05-01 18:16:55.558,4
AB585FE,环西路-纬中路,2024-05-01 18:01:52.265,2024-05-01 18:16:55.558,3
AB586BDI,环西路-纬中路,2024-05-02 00:34:25.757,2024-05-02 00:46:42.734,3
AB586BDI,环西路-纬中路,2024-05-02 12:17:33.857,2024-05-02 13:02:57.030,3
AB58CBBI,经一路-纬中路,2024-05-05 14:39:42.330,2024-05-05 15:15:22.668,3
AB58CBBI,环西路-纬中路,2024-05-01 10:00:59.001,2024-05-01 10:38:43.054,3
AB58CBBI,环西路-纬中路,2024-05-05 15:13:02.861,2024-05-05 15:40:25.080,3
AB58CBBI,环西路-纬中路,2024-05-05 15:40:25.080,2024-05-05 16:35:58.339,3
AB594E7H,环西路-纬中路,2024-05-04 11:55:12.700,2024-05-04 11:57:02.425,3
AB594OC,环西路-纬中路,2024-05-02 21:40:38.178,2024-05-02 21:44:58.315,3
AB595SG,环西路-纬中路,2024-05-03 14:36:46.079,2024-05-03 14:44:27.429,3
AB59948,经中路-纬中路,2024-05-04 14:59:44.000,2024-05-04 15:17:38.000,3
AB5996DI,环西路-纬中路,2024-05-01 13:01:34.150,2024-05-01 13:41:31.785,3
AB5996DI,环西路-纬中路,2024-05-01 13:41:28.388,2024-05-01 14:20:10.749,3
AB599ECI,经一路-纬中路,2024-05-02 18:20:44.714,2024-05-02 18:48:40.855,3
AB59B76J,环西路-纬中路,2024-05-05 21:47:19.145,2024-05-05 22:09:07.530,4
AB59B76J,环西路-纬中路,2024-05-05 21:59:25.867,2024-05-05 22:09:07.530,3
AB5A7E6H,环西路-纬中路,2024-05-02 22:36:01.468,2024-05-02 22:42:28.571,3
AB5A7E6H,环西路-纬中路,2024-05-05 23:43:58.432,2024-05-05 23:46:48.698,3
AB5A9EBI,环西路-纬中路,2024-05-05 10:31:10.925,2024-05-05 10:38:26.956,4
AB5A9EBI,环西路-纬中路,2024-05-05 10:31:14.043,2024-05-05 10:38:26.956,3
AB5API7,经三路-纬中路,2024-05-01 10:47:05.759,2024-05-01 11:46:47.663,3
AB5API7,经三路-纬中路,2024-05-01 12:14:17.815,2024-05-01 13:12:35.906,3
AB5API7,经三路-纬中路,2024-05-03 10:46:55.412,2024-05-03 11:46:35.842,3
AB5API7,经三路-纬中路,2024-05-03 11:46:35.842,2024-05-03 12:45:01.727,3
AB5API7,经三路-纬中路,2024-05-03 12:14:12.553,2024-05-03 13:07:51.926,3
AB5API7,经三路-纬中路,2024-05-03 17:45:33.124,2024-05-03 18:44:48.985,3
AB5API7,经三路-纬中路,2024-05-03 18:11:07.733,2024-05-03 19:05:03.605,3
AB5API7,经三路-纬中路,2024-05-04 11:46:41.169,2024-05-04 12:46:32.562,3
AB5API7,经三路-纬中路,2024-05-04 12:11:15.588,2024-05-04 13:06:54.493,3
AB5API7,经三路-纬中路,2024-05-04 13:06:54.493,2024-05-04 14:06:14.489,3
AB5B5HE,环西路-纬中路,2024-05-04 10:09:06.788,2024-05-04 10:19:27.202,3
AB5B659I,经中路-环北路,2024-05-03 14:23:44.484,2024-05-03 15:02:01.632,3
AB5BB5EJ,纬中路-景区出入口,2024-05-03 15:41:44.142,2024-05-03 16:36:21.227,4
AB5BB5EJ,纬中路-景区出入口,2024-05-03 16:17:46.475,2024-05-03 16:36:21.227,3
AB5BB5EJ,经五路-纬中路,2024-05-03 15:47:20.619,2024-05-03 16:41:45.894,3
AB5C6ECI,环西路-纬中路,2024-05-01 10:39:30.361,2024-05-01 10:43:26.884,3
AB5CODB,经五路-纬中路,2024-05-03 12:47:06.122,2024-05-03 13:18:07.844,3
AB5CURC,环西路-纬中路,2024-05-05 17:27:45.107,2024-05-05 18:25:51.679,3
AB5D97EH,环西路-纬中路,2024-05-05 20:15:44.982,2024-05-05 20:51:02.566,3
AB5F6A7H,环西路-纬中路,2024-05-05 08:58:47.940,2024-05-05 09:02:51.807,3
AB5FHCF,环西路-纬中路,2024-05-04 19:32:44.648,2024-05-04 19:40:02.387,3
AB5G5HE,环西路-纬中路,2024-05-04 14:02:16.985,2024-05-04 14:02:26.900,3
AB5GDA9N,环西路-纬中路,2024-05-01 19:34:00.590,2024-05-01 19:51:20.137,6
AB5GDA9N,环西路-纬中路,2024-05-01 19:34:06.858,2024-05-01 19:51:20.137,5
AB5GDA9N,环西路-纬中路,2024-05-01 19:37:52.110,2024-05-01 19:51:20.137,4
AB5GDA9N,环西路-纬中路,2024-05-01 19:45:01.887,2024-05-01 19:51:20.137,3
AB5GDA9N,环西路-纬中路,2024-05-02 10:11:34.195,2024-05-02 10:17:03.631,3
AB5GDD6M,环西路-纬中路,2024-05-02 10:47:19.404,2024-05-02 11:04:53.209,3
AB5HD9AM,纬中路-景区出入口,2024-05-05 15:50:13.922,2024-05-05 15:55:22.722,3
AB5HD9AM,环西路-纬中路,2024-05-05 17:33:28.826,2024-05-05 18:21:57.532,3
AB5I9EN,经中路-纬一路,2024-05-02 15:58:33.000,2024-05-02 16:33:27.000,3
AB5J77AM,环西路-纬中路,2024-05-01 19:25:29.585,2024-05-01 19:39:11.293,4
AB5J77AM,环西路-纬中路,2024-05-01 19:26:33.672,2024-05-01 19:39:11.293,3
AB5J77AM,环西路-纬中路,2024-05-02 09:08:02.630,2024-05-02 09:09:39.887,3
AB5J77AM,环西路-纬中路,2024-05-05 12:31:33.400,2024-05-05 12:36:42.671,4
AB5J77AM,环西路-纬中路,2024-05-05 12:31:37.840,2024-05-05 12:36:42.671,3
AB5JA5BK,环西路-纬中路,2024-05-01 20:44:13.278,2024-05-01 20:47:42.766,3
AB5JC5CI,环西路-纬中路,2024-05-05 19:04:01.344,2024-05-05 19:59:09.218,3
AB5M687H,环西路-纬中路,2024-05-01 02:45:54.735,2024-05-01 03:01:17.826,4
AB5M687H,环西路-纬中路,2024-05-01 02:46:00.074,2024-05-01 03:01:17.826,3
AB5O976I,经五路-纬中路,2024-05-04 18:01:53.881,2024-05-04 18:31:38.452,4
AB5O976I,经五路-纬中路,2024-05-04 18:23:25.365,2024-05-04 18:31:38.452,3
AB5O9EDH,环西路-纬中路,2024-05-05 21:35:34.658,2024-05-05 21:35:42.436,3
AB5P7BEI,环西路-纬中路,2024-05-03 12:39:24.203,2024-05-03 13:02:42.113,6
AB5P7BEI,环西路-纬中路,2024-05-03 12:39:29.049,2024-05-03 13:02:42.113,5
AB5P7BEI,环西路-纬中路,2024-05-03 12:54:06.759,2024-05-03 13:02:42.113,4
AB5P7BEI,环西路-纬中路,2024-05-03 12:54:13.443,2024-05-03 13:02:42.113,3
AB5PDEBK,经一路-纬中路,2024-05-02 17:46:12.707,2024-05-02 18:24:29.559,3
AB5Q4AEK,环西路-纬中路,2024-05-01 18:20:27.675,2024-05-01 18:24:35.263,3
AB5Q9W8,环西路-纬中路,2024-05-05 19:31:42.056,2024-05-05 20:11:41.736,3
AB5S46FK,环西路-纬中路,2024-05-02 22:40:56.637,2024-05-02 23:06:02.325,4
AB5S46FK,环西路-纬中路,2024-05-02 22:41:01.095,2024-05-02 23:06:02.325,3
AB5TBCBI,环西路-纬中路,2024-05-03 18:25:52.780,2024-05-03 18:39:32.026,3
AB5U4DDH,环西路-纬中路,2024-05-01 10:10:35.942,2024-05-01 10:11:03.209,3
AB5UC5DI,环西路-纬中路,2024-05-03 12:24:41.292,2024-05-03 12:58:28.739,3
AB5VA8BK,环西路-纬中路,2024-05-03 16:10:35.369,2024-05-03 17:05:36.874,3
AB5VAAEI,环西路-纬中路,2024-05-01 22:05:33.769,2024-05-01 22:25:42.532,3
AB5VAAEI,环西路-纬中路,2024-05-02 07:20:43.061,2024-05-02 07:53:01.819,4
AB5VAAEI,环西路-纬中路,2024-05-02 07:20:48.702,2024-05-02 07:53:01.819,3
AB5VCDBH,环西路-纬中路,2024-05-01 08:42:49.359,2024-05-01 08:59:20.277,4
AB5VCDBH,环西路-纬中路,2024-05-01 08:44:29.252,2024-05-01 08:59:20.277,3
AB5VD0F,环西路-纬中路,2024-05-04 11:03:40.964,2024-05-04 11:37:25.996,3
AB5W4BCH,环西路-纬中路,2024-05-02 16:12:18.169,2024-05-02 16:14:57.511,3
AB5Y4E8M,经中路-纬中路,2024-05-03 15:50:49.000,2024-05-03 16:09:50.000,3
AB5Y4E8M,纬中路-景区出入口,2024-05-03 15:53:31.915,2024-05-03 16:21:40.065,4
AB5Y4E8M,纬中路-景区出入口,2024-05-03 16:02:27.333,2024-05-03 16:21:40.065,3
AB5Z497H,环西路-纬中路,2024-05-03 18:28:10.847,2024-05-03 19:21:45.751,3
AB6575BH,经一路-纬中路,2024-05-03 20:34:09.668,2024-05-03 20:41:00.753,3
AB6866EI,环西路-纬中路,2024-05-05 12:27:25.043,2024-05-05 12:59:04.118,4
AB6866EI,环西路-纬中路,2024-05-05 12:28:43.605,2024-05-05 12:59:04.118,3
AB6ABDDH,环西路-纬中路,2024-05-04 13:43:50.833,2024-05-04 14:28:59.389,3
AB6K466I,纬中路-景区出入口,2024-05-04 19:25:18.548,2024-05-04 19:28:16.167,3
AB6ND79H,环西路-纬中路,2024-05-01 21:03:50.933,2024-05-01 22:00:53.381,4
AB6ND79H,环西路-纬中路,2024-05-01 22:00:17.456,2024-05-01 22:00:53.381,3
AB6U5BCH,环西路-纬中路,2024-05-04 13:46:30.231,2024-05-04 14:27:37.956,3
AB6U5BCH,环西路-纬中路,2024-05-04 14:27:37.956,2024-05-04 15:14:06.089,3
AB706EFH,环西路-纬中路,2024-05-01 16:46:41.221,2024-05-01 16:53:07.888,3
AB706EFH,环西路-纬中路,2024-05-05 18:56:35.930,2024-05-05 19:49:20.803,5
AB706EFH,环西路-纬中路,2024-05-05 18:57:12.852,2024-05-05 19:49:20.803,4
AB706EFH,环西路-纬中路,2024-05-05 19:39:26.572,2024-05-05 20:13:04.859,6
AB706EFH,环西路-纬中路,2024-05-05 19:49:17.547,2024-05-05 20:13:04.859,5
AB706EFH,环西路-纬中路,2024-05-05 19:49:20.803,2024-05-05 20:13:04.859,4
AB706EFH,环西路-纬中路,2024-05-05 20:10:38.441,2024-05-05 20:13:04.859,3
AB706EFH,经一路-纬中路,2024-05-02 17:30:14.109,2024-05-02 17:54:58.179,3
AB709BCH,环西路-纬中路,2024-05-03 21:44:40.377,2024-05-03 22:12:40.747,8
AB709BCH,环西路-纬中路,2024-05-03 21:44:51.421,2024-05-03 22:12:40.747,7
AB709BCH,环西路-纬中路,2024-05-03 21:51:08.239,2024-05-03 22:49:57.114,8
